sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
萬華,臺北市,30,,良好,1,0.29,40.9,32.4,13,4,14.9,16.7,1.8,2.6,101,"2024-10-08 14:00",,0.3,4.8,8,1,121.507972,25.046503,13
中山,臺北市,30,,良好,0.6,0.32,35.7,29.1,14,6,18.4,21.6,3.2,2.2,85,"2024-10-08 14:00",,0.3,5.7,10,0,121.526528,25.062361,12
士林,臺北市,26,,良好,0.5,0.24,39.8,28.4,8,0,12.2,13.7,1.4,2.9,164,"2024-10-08 14:00",,0.2,1.1,8,0,121.51666356,25.10334003,11
淡水,新北市,43,,良好,1,0.16,51.5,46.7,7,6,3.3,4.2,0.9,,,"2024-10-08 14:00",,0.1,2.8,10,1,121.449239,25.1645,10
林口,新北市,36,,良好,0.4,0.18,45.6,39.2,3,4,10.3,12.6,2.2,4.4,45,"2024-10-08 14:00",,0.1,2.7,3,0,121.36548982,25.07798949,9
菜寮,新北市,28,,良好,0.6,0.37,41.8,30.2,4,8,14,16.3,2.3,2,123,"2024-10-08 14:00",,0.4,6,5,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.7,0.28,39.9,29.5,12,5,14.5,16.1,1.6,3.1,73,"2024-10-08 14:00",,0.3,6.2,11,0,121.4325,25.037972,7
板橋,新北市,31,,良好,0.3,0.32,43.4,34.2,12,5,14.7,16.8,2,2.3,105,"2024-10-08 14:00",,0.3,2.6,5,0,121.458667,25.012972,6
土城,新北市,31,,良好,0.8,0.28,44,34.7,12,0,11.8,13.2,1.3,1.2,145,"2024-10-08 14:00",,0.3,0,8,0,121.451861,24.982528,5
新店,新北市,29,,良好,0.3,0.25,43.1,31.2,10,9,11.5,13.5,2,1.3,117,"2024-10-08 14:00",,0.2,6.2,10,0,121.537778,24.977222,4
萬里,新北市,54,臭氧八小時,普通,0.4,0.2,61.4,56.1,36,8,2.5,3.4,0.9,4.6,20,"2024-10-08 14:00",,0.1,6.6,34,0,121.689881,25.179667,3
汐止,新北市,38,,良好,0.8,0.18,49.8,41.9,10,5,6.9,7.8,0.9,2.4,22,"2024-10-08 14:00",,0.1,5,9,0,121.64081,25.06624,2
基隆,基隆市,43,,良好,0.2,0.19,,46.8,22,,1.8,2.6,0.8,2.3,91,"2024-10-08 14:00",,0.1,,17,0,121.760056,25.129167,1
屏東(枋山),屏東縣,25,,良好,,0.11,38.9,27.8,19,4,0.5,0.8,0.3,1.6,276,"2024-10-08 13:00",,0.1,1.7,15,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,38,,良好,0.3,0.21,49.1,41.0,19,3,3.9,4.2,0.3,3.1,53,"2024-10-08 13:00",,0.1,3.6,21,0,121.82463916,24.85366672,312
新北(樹林),新北市,37,,良好,0.4,0.29,26.7,18.4,15,3,22.9,27.3,4.4,0,165,"2024-10-08 13:00",,0.3,2.2,11,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,42,,良好,1,0.14,43.9,28.3,17,15,1.5,2,0.4,0.9,8,"2024-10-08 13:00",,0.1,13,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,43,,良好,1,0.16,52.6,24.5,33,14,4.2,5.2,1,2.2,347,"2024-10-08 13:00",,0.2,13.2,31,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,30,,良好,1.6,0.16,,21.3,23,8,,,,2.6,285,"2024-10-08 13:00",,0.2,9.2,28,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,1.4,0.26,57.4,24.3,25,11,7.3,10.1,2.7,1.6,347,"2024-10-08 13:00",,0.2,9.6,17,2,120.56373,23.96117,201
大城,彰化縣,34,,良好,1.4,0.11,62.5,37.9,24,9,0.8,3.1,2.2,8.1,43,"2024-10-08 13:00",,0.1,5.4,17,1,120.26964167,23.85493056,85
富貴角,新北市,58,臭氧八小時,普通,,0.12,62,57.9,45,11,,,,11,29,"2024-10-08 13:00",,0.1,8.7,34,,121.53656894,25.29681695,84
麥寮,雲林縣,31,,良好,1.6,0.17,59.6,34.3,49,8,,,,5.9,355,"2024-10-08 13:00",,0.1,8,27,1,120.251825,23.753506,83
關山,臺東縣,15,,良好,0.3,0.1,27.8,16.3,4,0,1.2,1.4,0.2,1.6,60,"2024-10-08 13:00",,0.1,0.5,10,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,,0.16,50.5,47.5,13,0,,,,6.4,32,"2024-10-08 13:00",,0.1,2.3,10,1,119.566158,23.569031,78
金門,金門縣,41,,良好,,,57.8,44.8,12,4,,,,2.8,27,"2024-10-08 13:00",,0.2,2.9,11,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,,,45.7,47.1,15,0,,,,2.3,329,"2024-10-08 13:00",,0.1,3.1,11,0,119.952724,26.153736,75
埔里,南投縣,28,,良好,1,0.23,49,30.1,22,9,3.9,5.2,1.3,3.7,275,"2024-10-08 13:00",,0.2,8.7,14,0,120.967903,23.968842,72
復興,高雄市,46,,良好,1.5,0.18,56.6,27.0,34,17,9.8,11.1,1.3,1.2,210,"2024-10-08 13:00",,0.4,14.3,31,1,120.312017,22.608711,71
永和,新北市,29,,良好,1.2,0.35,38.8,31.4,10,6,15.6,18.5,2.9,1.4,71,"2024-10-08 13:00",,0.4,3.5,7,0,121.516306,25.017,70
竹山,南投縣,36,,良好,0.5,0.15,50.9,25.7,24,11,2.8,3.5,0.6,1.4,236,"2024-10-08 13:00",,0.1,11.2,23,0,120.677306,23.756389,69
中壢,桃園市,35,,良好,1.4,0.35,,15.3,8,7,21.7,28.6,6.9,1.3,24,"2024-10-08 13:00",,0.5,6.8,9,1,121.221667,24.953278,68
三重,新北市,58,二氧化氮,普通,0.7,1.03,14.5,10.9,17,9,41.7,90.7,49,-,-,"2024-10-08 13:00",,1,8.1,11,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.6,0.18,47.8,33.6,40,5,5.9,7.8,1.8,2.2,5,"2024-10-08 13:00",,0.2,2.5,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,28,,良好,1.3,0.19,47.6,30.9,14,5,3.9,4.6,0.6,2.1,21,"2024-10-08 13:00",,0.1,3.7,16,0,121.746394,24.747917,65
陽明,臺北市,44,,良好,0.4,0.18,,47.3,3,,1.2,1.7,0.4,2.1,290,"2024-10-08 13:00",,0.1,0.8,2,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.4,0.17,43.1,25.0,11,1,2,3.4,1.4,3.6,47,"2024-10-08 13:00",,0.1,2.3,15,0,121.599769,23.971306,63
臺東,臺東縣,19,,良好,1.3,0.14,33.4,20.8,22,4,3,5,2,3.5,66,"2024-10-08 13:00",,0.1,3.7,16,1,121.15045,22.755358,62
恆春,屏東縣,22,,良好,0.3,0.06,29.6,24.2,7,1,0.7,1.3,0.6,5.3,24,"2024-10-08 13:00",,0,3.3,8,0,120.788928,21.958069,61
潮州,屏東縣,30,,良好,1.3,0.18,58.6,30.0,18,11,3,3.4,0.3,3.1,242,"2024-10-08 13:00",,0.1,9.1,19,0,120.561175,22.523108,60
屏東,屏東縣,25,,良好,1.2,0.21,52.7,27.5,29,9,6,7.1,1.1,3.5,263,"2024-10-08 13:00",,0.2,6.3,22,0,120.488033,22.673081,59
小港,高雄市,60,細懸浮微粒,普通,2.4,0.17,52.4,16.9,41,24,11.3,14,2.6,3.4,258,"2024-10-08 13:00",,0.2,19.2,31,2,120.337736,22.565833,58
前鎮,高雄市,53,細懸浮微粒,普通,1.8,0.2,58.8,27.9,35,20,8.6,10.3,1.6,2,235,"2024-10-08 13:00",,0.3,16.4,35,1,120.30833356,22.6044507,57
前金,高雄市,40,,良好,1.8,0.21,60.8,32.2,32,14,4.3,5.1,0.8,2.6,274,"2024-10-08 13:00",,0.2,12.3,30,0,120.28676111,22.63390278,56
左營,高雄市,44,,良好,2.4,0.2,60.5,27.9,33,17,4.7,6.1,1.4,3.6,283,"2024-10-08 13:00",,0.3,13.7,29,1,120.292917,22.674861,54
楠梓,高雄市,39,,良好,0.9,0.18,56.9,28.3,33,14,6.2,6.7,0.5,3,280,"2024-10-08 13:00",,0.2,12.1,33,0,120.328289,22.733667,53
林園,高雄市,36,,良好,0.2,0.18,60.1,29.8,18,16,2.3,2.9,0.6,2.2,205,"2024-10-08 13:00",,0.1,11.2,21,0,120.41175,22.4795,52
大寮,高雄市,51,細懸浮微粒,普通,4.5,0.39,58.2,26.7,28,15,11.2,12.7,1.5,2.5,260,"2024-10-08 13:00",,0.2,15.6,25,,120.425311,22.56413611,51
鳳山,高雄市,52,細懸浮微粒,普通,1.4,0.43,57.7,28.7,32,22,17.2,20.5,3.2,1.4,264,"2024-10-08 13:00",,0.4,16,28,0,120.357422,22.628126,50
仁武,高雄市,45,,良好,1.6,0.2,58.8,28.6,28,13,6.9,8.9,1.9,3.7,283,"2024-10-08 13:00",,0.3,13.9,29,1,120.332631,22.689056,49
橋頭,高雄市,45,,良好,1.2,0.18,55.8,28.4,22,14,,,,3,261,"2024-10-08 13:00",,0.2,13.9,24,1,120.305689,22.757506,48
美濃,高雄市,20,,良好,0.7,0.14,35.1,22.1,14,2,1.6,2.4,0.7,1.6,266,"2024-10-08 13:00",,0.1,4.5,16,0,120.530542,22.883583,47
臺南,臺南市,47,,良好,0.6,0.21,61.9,28.9,33,14,6.4,7.2,0.7,2.4,320,"2024-10-08 13:00",,0.3,14.5,31,0,120.21947897,22.98928311,46
安南,臺南市,59,細懸浮微粒,普通,,,,12.6,31,16,,,,1.8,250,"2024-10-08 13:00",,0.3,18.6,35,1,120.2175,23.048197,45
善化,臺南市,46,,良好,0.9,0.16,55.2,27.6,23,20,5.4,7.5,2.1,2.7,350,"2024-10-08 13:00",,0.1,14.2,22,2,120.29740529,23.11337642,44
新營,臺南市,55,細懸浮微粒,普通,1.1,0.18,54.9,27.3,28,20,4.3,6.2,1.9,1.4,26,"2024-10-08 13:00",,0.2,17.1,26,1,120.31725,23.305633,43
嘉義,嘉義市,42,,良好,1.9,0.17,64.8,28.6,32,17,5.8,6.7,0.9,1.8,315,"2024-10-08 13:00",,0.1,13,26,1,120.44125148,23.46477865,42
臺西,雲林縣,30,,良好,0.8,0.15,54.8,32,49,6,1.8,2.4,0.5,6.3,19,"2024-10-08 13:00",,0.1,7.1,30,1,120.19933333,23.702175,41
朴子,嘉義縣,41,,良好,1.4,0.17,52.4,27.9,,14,4,5.2,1.1,2.7,340,"2024-10-08 13:00",,0.1,12.5,,0,120.2478,23.46538,40
新港,嘉義縣,29,,良好,1.7,0.18,55.9,23.7,32,13,,,,3.5,308,"2024-10-08 13:00",,0.1,8.9,21,2,120.345531,23.554839,39
崙背,雲林縣,29,,良好,2.2,0.21,56.9,30.2,57,15,5.3,6,0.6,1.9,318,"2024-10-08 13:00",,0.1,9,26,1,120.348742,23.757547,38
斗六,雲林縣,33,,良好,1.2,0.18,59.4,26.9,21,14,4.4,6.3,1.8,1.3,354,"2024-10-08 13:00",,0,10.3,19,0,120.544994,23.711853,37
南投,南投縣,26,,良好,1.5,0.22,51,28.9,21,11,6.3,6.9,0.6,2.7,93,"2024-10-08 13:00",,0.2,7.8,15,0,120.685306,23.913,36
二林,彰化縣,31,,良好,2.7,0.24,57.8,34.6,57,15,6.3,7.5,1.2,3.9,347,"2024-10-08 13:00",,0.1,9,29,2,120.409653,23.925175,35
線西,彰化縣,30,,良好,1.2,0.24,,32.2,45,12,8,9.9,1.9,6.4,27,"2024-10-08 13:00",,0.1,6.5,,1,120.469061,24.131672,34
彰化,彰化縣,25,,良好,0.4,0.19,54,27.5,16,5,8.1,10.2,2.1,4,13,"2024-10-08 13:00",,0.1,3.2,12,0,120.541519,24.066,33
西屯,臺中市,26,,良好,1,0.16,52.1,28.3,16,5,4.8,5.8,0.9,4.8,4,"2024-10-08 13:00",,0.1,4.1,15,0,120.616917,24.162197,32
忠明,臺中市,22,,良好,0.6,0.22,49.4,24.4,13,6,7.3,9.5,2.1,2.7,26,"2024-10-08 13:00",,0.2,4.6,11,0,120.641092,24.151958,31
大里,臺中市,24,,良好,0.9,0.21,53.5,23.5,17,10,7.3,9.4,2,2.8,1,"2024-10-08 13:00",,0.2,7.3,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,30,,良好,0.9,0.19,54,32.8,18,7,4.7,6,1.3,5.2,38,"2024-10-08 13:00",,0.1,6.1,14,0,120.568794,24.225628,29
豐原,臺中市,19,,良好,1.4,0.19,43.2,21.6,8,1,3.3,4.7,1.4,2.6,18,"2024-10-08 13:00",,0.1,0.8,7,0,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,0.9,0.18,44.1,28.4,7,2,4.2,6.2,2,5.9,10,"2024-10-08 13:00",,0.1,2.3,5,0,120.75956754,24.38248443,27
苗栗,苗栗縣,30,,良好,1.4,0.18,47.2,32.6,10,5,6.2,7.6,1.4,5,20,"2024-10-08 13:00",,0.1,5.3,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,34,,良好,0.9,0.2,48.9,37.4,7,5,6.4,8.3,1.8,2.5,41,"2024-10-08 13:00",,0.2,5.1,8,1,120.89869286,24.69690679,25
新竹,新竹市,36,,良好,1.3,0.22,48.4,39.5,7,2,7,8.1,1,3.5,41,"2024-10-08 13:00",,0.2,0.7,4,1,120.97236752,24.8056356,24
竹東,新竹縣,33,,良好,0.2,0.15,48.5,36.2,3,2,2.6,3.6,1,3.6,28,"2024-10-08 13:00",,0.1,1.1,2,0,121.08895493,24.74091408,23
湖口,新竹縣,39,,良好,0.5,0.17,50.5,43.0,8,3,4,4.8,0.8,5.8,45,"2024-10-08 13:00",,0.1,3.3,7,0,121.03886894,24.90009696,22
龍潭,桃園市,32,,良好,1,0.21,47.1,35.4,11,2,6.6,8.1,1.4,4.7,67,"2024-10-08 13:00",,0.2,2.7,8,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,0.3,0.24,43.5,30.4,16,7,11.8,13.7,1.8,2.9,52,"2024-10-08 13:00",,0.3,3.3,8,0,121.203986,24.952786,20
觀音,桃園市,44,,良好,1.1,0.14,51.3,47.8,15,5,4.1,4.6,0.4,7.9,53,"2024-10-08 13:00",,0.1,5.5,13,0,121.08283092,25.03556747,19
大園,桃園市,43,,良好,0.9,0.17,50.3,46.1,16,5,6.4,8.3,1.9,5.9,36,"2024-10-08 13:00",,0.1,4.5,13,0,121.20251473,25.06100357,18
桃園,桃園市,29,,良好,0,0.29,41.3,31.5,5,0,11.7,13.2,1.5,1.9,49,"2024-10-08 13:00",,0.3,0.5,4,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,0.9,0.8,18,15.1,23,14,34.4,56.9,22.4,-,-,"2024-10-08 13:00",,0.9,13.7,20,0,121.51342074,25.06331455,16
松山,臺北市,30,,良好,0.7,0.21,41,32.7,13,5,13.2,15.3,2,2.5,16,"2024-10-08 13:00",,0.2,4.3,8,0,121.578611,25.05,15
古亭,臺北市,33,,良好,0.5,0.27,32.1,29.2,16,8,20.4,25.6,5.2,1,62,"2024-10-08 13:00",,0.2,6,10,0,121.529556,25.020608,14
萬華,臺北市,29,,良好,1.1,0.28,39.3,31.2,9,8,15.8,17.8,1.9,1.9,86,"2024-10-08 13:00",,0.2,4.2,7,1,121.507972,25.046503,13
中山,臺北市,30,,良好,0.6,0.33,34.8,28.7,12,5,18.7,22.3,3.6,1.7,88,"2024-10-08 13:00",,0.3,6.4,10,0,121.526528,25.062361,12
士林,臺北市,25,,良好,0.5,0.26,,26.8,12,5,15.1,16.8,1.7,0.4,228,"2024-10-08 13:00",,0.2,1.4,8,0,121.51666356,25.10334003,11
淡水,新北市,42,,良好,0.9,0.16,50.8,45.5,10,4,2.9,3.7,0.7,,,"2024-10-08 13:00",,0.1,2.1,10,1,121.449239,25.1645,10
林口,新北市,34,,良好,0.3,0.19,44.9,37.3,5,5,9.7,12.5,2.8,4.4,50,"2024-10-08 13:00",,0.1,2.5,4,0,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.5,0.38,40,29.1,6,9,13.9,16.5,2.6,2,124,"2024-10-08 13:00",,0.4,5.5,6,0,121.481028,25.06895,8
新莊,新北市,26,,良好,0.8,0.28,37.9,28.8,12,5,14.8,16.3,1.5,1.8,99,"2024-10-08 13:00",,0.2,6.6,11,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.3,0.32,42.4,33.0,4,3,14.5,16.3,1.7,2.1,107,"2024-10-08 13:00",,0.3,2.4,4,0,121.458667,25.012972,6
土城,新北市,31,,良好,1,0.32,41.5,33.4,16,0,12.9,14.5,1.5,0.9,154,"2024-10-08 13:00",,0.2,0,7,0,121.451861,24.982528,5
新店,新北市,26,,良好,0.4,0.24,46.5,28.5,15,11,9.2,11,1.7,1.3,94,"2024-10-08 13:00",,0.2,5.7,9,0,121.537778,24.977222,4
萬里,新北市,50,,良好,0.4,0.2,60.1,54.9,37,7,2.2,3.2,0.9,2.9,29,"2024-10-08 13:00",,0.1,6.4,34,0,121.689881,25.179667,3
汐止,新北市,37,,良好,0.8,0.18,45.2,40.8,13,7,11.3,13.1,1.8,2.3,38,"2024-10-08 13:00",,0.1,4.9,8,0,121.64081,25.06624,2
基隆,基隆市,43,,良好,,,,46.8,,,,,,2.8,93,"2024-10-08 13:00",,0.1,1.7,14,0,121.760056,25.129167,1
屏東(枋山),屏東縣,22,,良好,,0.11,41.2,24.7,24,3,0.9,1.2,0.3,1.9,280,"2024-10-08 12:00",,0.1,1.1,14,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.4,0.21,47,37.2,23,6,4,4.3,0.3,2,33,"2024-10-08 12:00",,0.1,3.6,20,0,121.82463916,24.85366672,312
新北(樹林),新北市,38,,良好,0.4,0.3,25.9,18.1,14,4,23.1,29.7,6.5,0.3,151,"2024-10-08 12:00",,0.2,1.7,10,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,39,,良好,0.6,0.12,38.4,24.8,24,13,1.5,1.9,0.4,1.1,198,"2024-10-08 12:00",,0.1,12,21,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,44,,良好,1.1,0.18,45.5,19.3,40,14,5.8,6.9,1.1,1.8,348,"2024-10-08 12:00",,0.2,13.4,31,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,32,,良好,1.8,0.19,49.6,19.5,34,9,5.7,6.9,1.2,2.7,278,"2024-10-08 12:00",,0.2,9.8,28,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,,,48.5,17.3,14,8,,,,1.6,310,"2024-10-08 12:00",,0.2,9.4,16,2,120.56373,23.96117,201
大城,彰化縣,30,,良好,1.3,0.1,58.9,32.2,18,4,1.3,3.2,1.8,8.6,38,"2024-10-08 12:00",,0.1,4.6,16,1,120.26964167,23.85493056,85
富貴角,新北市,54,臭氧八小時,普通,,0.12,60.1,56.8,34,11,,,,10.8,34,"2024-10-08 12:00",,0.1,9,33,,121.53656894,25.29681695,84
麥寮,雲林縣,26,,良好,1.9,0.17,55.3,28.7,46,11,0.4,4.9,4.5,5.6,2,"2024-10-08 12:00",,0.1,7.6,21,1,120.251825,23.753506,83
關山,臺東縣,12,,良好,0.3,0.1,26.4,13.6,6,0,1.2,1.8,0.6,1.5,8,"2024-10-08 12:00",,0.1,0.9,12,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,,,44.1,47.1,15,,,,,5.9,30,"2024-10-08 12:00",,0.1,3.7,8,1,119.566158,23.569031,78
金門,金門縣,39,,良好,0.9,0.22,56.6,42.5,17,4,5.5,5.9,0.4,3.1,26,"2024-10-08 12:00",,0.2,2.5,9,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.4,0.2,,46.9,14,,3,3.4,0.3,3.3,329,"2024-10-08 12:00",,0.1,4.3,11,0,119.952724,26.153736,75
埔里,南投縣,31,,良好,0.9,0.17,41.5,26.9,13,7,1.7,2.7,1,4.7,280,"2024-10-08 12:00",,0.1,9.4,14,0,120.967903,23.968842,72
復興,高雄市,46,,良好,2.5,0.21,53.3,22.0,45,20,18.9,23.1,4.1,1.3,217,"2024-10-08 12:00",,0.4,14.1,31,1,120.312017,22.608711,71
永和,新北市,28,,良好,1,0.34,37.8,30.8,10,4,14.2,17.6,3.3,2.4,78,"2024-10-08 12:00",,0.3,3.1,6,0,121.516306,25.017,70
竹山,南投縣,36,,良好,0.5,0.16,46,21.8,24,18,3.8,4.7,0.9,1.3,185,"2024-10-08 12:00",,0.1,11.2,22,0,120.677306,23.756389,69
中壢,桃園市,21,,良好,,,21.5,16.8,,9,,,,1.2,332,"2024-10-08 12:00",,0.4,6.6,9,1,121.221667,24.953278,68
三重,新北市,57,二氧化氮,普通,0.8,0.89,13,12.7,12,11,40.7,94.4,53.7,-,-,"2024-10-08 12:00",,0.9,7.9,10,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.8,0.18,46.5,31.2,33,3,5.4,7.2,1.7,2.1,38,"2024-10-08 12:00",,0.2,2.1,15,0,121.792928,24.632203,66
宜蘭,宜蘭縣,24,,良好,1.5,0.2,49,27.0,26,6,4,4.4,0.4,2.5,56,"2024-10-08 12:00",,0.1,3.1,15,0,121.746394,24.747917,65
陽明,臺北市,43,,良好,,,53.4,46.4,,0,,,,2.7,320,"2024-10-08 12:00",,0.1,0.6,2,0,121.529583,25.182722,64
花蓮,花蓮縣,19,,良好,0.6,0.16,39.5,20.4,14,4,1.9,3.4,1.4,3.4,51,"2024-10-08 12:00",,0.1,2.4,16,0,121.599769,23.971306,63
臺東,臺東縣,17,,良好,1.3,0.15,31.4,18.2,20,6,3.3,5.4,2.1,3.2,64,"2024-10-08 12:00",,0.1,3.6,15,1,121.15045,22.755358,62
恆春,屏東縣,20,,良好,0.3,0.06,29.1,22.8,8,4,0.7,1.4,0.7,5.6,16,"2024-10-08 12:00",,0,3.7,9,0,120.788928,21.958069,61
潮州,屏東縣,28,,良好,1.3,0.27,55.7,23.4,19,8,3.3,3.6,0.3,2.7,232,"2024-10-08 12:00",,0.1,8.5,19,0,120.561175,22.523108,60
屏東,屏東縣,21,,良好,0.9,0.15,42.6,22.6,19,4,2.9,4.4,1.4,1.3,293,"2024-10-08 12:00",,0.2,6,21,0,120.488033,22.673081,59
小港,高雄市,55,細懸浮微粒,普通,,,,10.7,,,,,,3,261,"2024-10-08 12:00",,0.2,17.2,28,1,120.337736,22.565833,58
前鎮,高雄市,52,細懸浮微粒,普通,2.8,0.21,57.6,22.2,41,24,15.9,19.3,3.4,2.1,236,"2024-10-08 12:00",,0.3,15.9,34,1,120.30833356,22.6044507,57
前金,高雄市,38,,良好,1.8,0.2,57.2,27.1,34,13,5.1,6.1,0.9,3.3,238,"2024-10-08 12:00",,0.2,11.8,31,0,120.28676111,22.63390278,56
左營,高雄市,44,,良好,1.8,0.2,54.2,21.7,36,17,6.8,9,2.1,3.9,291,"2024-10-08 12:00",,0.3,13.7,29,1,120.292917,22.674861,54
楠梓,高雄市,38,,良好,1,0.22,54.5,22.0,42,13,10.7,12,1.3,2.5,282,"2024-10-08 12:00",,0.2,11.8,33,0,120.328289,22.733667,53
林園,高雄市,34,,良好,0.2,0.24,57.5,23.6,20,11,3,3.7,0.6,2.6,179,"2024-10-08 12:00",,0.1,10.5,23,0,120.41175,22.4795,52
大寮,高雄市,48,,良好,3.2,0.43,50.6,20.6,29,18,12.1,14.5,2.4,2.9,219,"2024-10-08 12:00",,0.2,14.9,23,,120.425311,22.56413611,51
鳳山,高雄市,47,,良好,1.3,0.54,55.1,23.3,42,20,27.5,31,3.5,1.7,250,"2024-10-08 12:00",,0.4,14.4,27,0,120.357422,22.628126,50
仁武,高雄市,44,,良好,1.4,0.22,53.1,23.4,31,18,10.1,12.2,2.1,3.3,280,"2024-10-08 12:00",,0.3,13.4,30,1,120.332631,22.689056,49
橋頭,高雄市,43,,良好,1.4,0.21,54.9,22.4,30,14,,,,3.3,256,"2024-10-08 12:00",,0.2,13.2,25,1,120.305689,22.757506,48
美濃,高雄市,18,,良好,0.8,0.14,37.9,19.1,12,4,1.8,2.5,0.7,1.6,220,"2024-10-08 12:00",,0.1,5,18,0,120.530542,22.883583,47
臺南,臺南市,49,,良好,0.7,0.25,57.7,22.9,33,19,9.6,10.9,1.3,2.6,319,"2024-10-08 12:00",,0.3,15.1,30,0,120.21947897,22.98928311,46
安南,臺南市,62,細懸浮微粒,普通,1.4,0.23,,12.2,,,5.5,5.8,0.3,1.6,277,"2024-10-08 12:00",,0.3,19.9,38,0,120.2175,23.048197,45
善化,臺南市,41,,良好,1.1,0.19,46.5,22.4,27,18,7.4,9.5,2,1.7,289,"2024-10-08 12:00",,0.1,12.7,22,2,120.29740529,23.11337642,44
新營,臺南市,52,細懸浮微粒,普通,1,0.2,49.9,21.7,30,20,4.5,6.6,2.1,1.6,328,"2024-10-08 12:00",,0.2,16.1,25,1,120.31725,23.305633,43
嘉義,嘉義市,40,,良好,2.1,0.2,49.4,22.0,35,19,8.3,9.9,1.5,1.7,359,"2024-10-08 12:00",,0.1,12.3,25,1,120.44125148,23.46477865,42
臺西,雲林縣,26,,良好,1,0.16,52.4,26.6,41,8,2.9,3.8,0.9,6,22,"2024-10-08 12:00",,0.2,7.2,26,1,120.19933333,23.702175,41
朴子,嘉義縣,40,,良好,1.1,0.17,46.2,22.4,,12,3.8,5.1,1.3,1.9,322,"2024-10-08 12:00",,0.2,12.3,,0,120.2478,23.46538,40
新港,嘉義縣,25,,良好,,,,16.6,23,10,,,,1.7,310,"2024-10-08 12:00",,0.1,7.8,19,2,120.345531,23.554839,39
崙背,雲林縣,26,,良好,1.9,0.19,46.6,24.3,35,13,4.6,5.6,0.9,1.9,310,"2024-10-08 12:00",,0.1,8.1,25,1,120.348742,23.757547,38
斗六,雲林縣,31,,良好,,,47.6,20.5,,11,,,,1.1,259,"2024-10-08 12:00",,0,9.4,19,0,120.544994,23.711853,37
南投,南投縣,24,,良好,1.6,0.18,49.3,26.1,17,11,6.7,8.4,1.7,0.8,100,"2024-10-08 12:00",,0.2,7.5,14,0,120.685306,23.913,36
二林,彰化縣,27,,良好,2.7,0.25,47.9,30.0,63,10,7.4,9.1,1.7,3.9,5,"2024-10-08 12:00",,0.1,7.5,21,2,120.409653,23.925175,35
線西,彰化縣,29,,良好,,,52.1,31.8,,,,,,7.1,28,"2024-10-08 12:00",,0.1,4.2,,1,120.469061,24.131672,34
彰化,彰化縣,20,,良好,0.4,0.21,49.1,22.8,24,5,7.4,9.6,2.2,3,11,"2024-10-08 12:00",,0.1,3,11,0,120.541519,24.066,33
西屯,臺中市,21,,良好,1.1,0.16,45.4,23.8,19,4,5.3,6.5,1.2,4.7,356,"2024-10-08 12:00",,0.1,4.2,15,0,120.616917,24.162197,32
忠明,臺中市,18,,良好,0.6,0.2,42.7,20.0,15,7,7,9.4,2.4,3.2,318,"2024-10-08 12:00",,0.1,4.2,10,0,120.641092,24.151958,31
大里,臺中市,20,,良好,1.1,0.21,,17.3,13,12,7.6,9.9,2.2,3.3,323,"2024-10-08 12:00",,0.2,6.3,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,27,,良好,1.1,0.19,50.6,29.4,18,8,5.1,6.4,1.2,5.5,55,"2024-10-08 12:00",,0.1,5.6,12,0,120.568794,24.225628,29
豐原,臺中市,15,,良好,1.2,0.17,,16.7,13,3,3,4.1,1.1,2.3,13,"2024-10-08 12:00",,0.1,0.7,6,0,120.74252414,24.25699731,28
三義,苗栗縣,23,,良好,1,0.19,40.8,25.5,6,4,5.9,7.8,1.8,5.2,15,"2024-10-08 12:00",,0.1,2.4,5,0,120.75956754,24.38248443,27
