sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
左營,高雄市,28,,良好,1.3,0.58,6.3,11.7,30,6,15.6,21.4,5.8,0.6,333,"2024-10-08 08:00",,0.3,8.7,23,1,120.292917,22.674861,54
楠梓,高雄市,33,,良好,0.6,0.54,3.8,6.4,31,12,20.1,34.4,14.3,1.5,49,"2024-10-08 08:00",,0.2,9.9,26,0,120.328289,22.733667,53
林園,高雄市,34,,良好,0.1,0.22,12.6,12.7,30,11,5.1,7.4,2.3,0.5,74,"2024-10-08 08:00",,0.2,10.4,25,0,120.41175,22.4795,52
大寮,高雄市,45,,良好,0.5,0.21,9.8,8.4,22,16,7.5,10.9,3.4,0.6,113,"2024-10-08 08:00",,0.1,13.9,21,,120.425311,22.56413611,51
鳳山,高雄市,35,,良好,1,0.52,10.4,15.3,29,15,13.6,17.7,4,0.3,150,"2024-10-08 08:00",,0.3,10.8,21,0,120.357422,22.628126,50
仁武,高雄市,38,,良好,2.2,0.37,10.1,14.8,27,14,12.5,16.4,3.8,0.9,100,"2024-10-08 08:00",,0.2,11.8,22,1,120.332631,22.689056,49
橋頭,高雄市,32,,良好,1,0.38,3.6,10.1,29,15,,,,1,9,"2024-10-08 08:00",,0.2,9.9,18,1,120.305689,22.757506,48
美濃,高雄市,22,,良好,0.6,0.24,9.4,11.9,21,4,3.9,5.3,1.3,0.2,53,"2024-10-08 08:00",,0.1,3.2,22,0,120.530542,22.883583,47
臺南,臺南市,36,,良好,1.3,0.45,9.7,11.0,37,20,19.9,27.1,7.2,1.4,337,"2024-10-08 08:00",,0.2,11.2,25,0,120.21947897,22.98928311,46
安南,臺南市,47,,良好,1.9,0.43,10.6,10.7,41,18,12.8,18,5.1,1.1,18,"2024-10-08 08:00",,0.2,14.6,28,0,120.2175,23.048197,45
善化,臺南市,34,,良好,1.4,0.21,12.9,14.0,21,11,5.6,7.6,2,1.1,0,"2024-10-08 08:00",,0.1,10.6,15,2,120.29740529,23.11337642,44
新營,臺南市,33,,良好,0.9,0.26,9,13.8,20,11,10,16.2,6.1,1.2,28,"2024-10-08 08:00",,0.1,10.1,18,1,120.31725,23.305633,43
嘉義,嘉義市,25,,良好,1.8,0.26,9.7,16.5,36,11,9.6,12.7,3.1,1.1,27,"2024-10-08 08:00",,0.1,7.6,20,1,120.44125148,23.46477865,42
臺西,雲林縣,23,,良好,1.4,0.29,18.2,15.1,19,8,8.1,10.6,2.4,3.1,30,"2024-10-08 08:00",,0.2,7,19,1,120.19933333,23.702175,41
朴子,嘉義縣,28,,良好,0.8,0.24,12,11.2,,16,8,12.2,4.2,1.1,358,"2024-10-08 08:00",,0.2,8.5,,0,120.2478,23.46538,40
新港,嘉義縣,27,,良好,1.4,0.21,13.4,16.9,18,12,7.4,10.8,3.4,1.8,9,"2024-10-08 08:00",,0.1,8.3,18,2,120.345531,23.554839,39
崙背,雲林縣,23,,良好,1,0.17,18,13.8,17,8,5.2,7.5,2.2,1.4,27,"2024-10-08 08:00",,0.1,7.1,15,1,120.348742,23.757547,38
斗六,雲林縣,26,,良好,0.8,0.1,9.8,17.9,22,6,7.1,10.3,3.2,1.2,355,"2024-10-08 08:00",,0,7.9,18,1,120.544994,23.711853,37
南投,南投縣,27,,良好,1.3,0.26,14.9,23.5,18,7,9.3,12.7,3.3,1.3,43,"2024-10-08 08:00",,0.1,8.3,17,0,120.685306,23.913,36
二林,彰化縣,18,,良好,1,0.17,22.5,19.5,14,6,4,5,1,3.6,41,"2024-10-08 08:00",,0.1,5.6,13,3,120.409653,23.925175,35
線西,彰化縣,22,,良好,0.8,0.17,23.2,24.7,,6,8,9.7,1.7,5.1,45,"2024-10-08 08:00",,0.1,4.1,,1,120.469061,24.131672,34
彰化,彰化縣,23,,良好,0.6,0.29,11.8,11.1,7,2,14.1,19.5,5.4,2.7,18,"2024-10-08 08:00",,0.1,1.7,9,1,120.541519,24.066,33
西屯,臺中市,15,,良好,1.3,0.19,17,16.2,10,3,7.9,9.6,1.6,3,22,"2024-10-08 08:00",,0.1,2.2,9,1,120.616917,24.162197,32
忠明,臺中市,15,,良好,1.1,0.21,13.6,11.4,5,1,9.4,12.3,2.9,1.5,27,"2024-10-08 08:00",,0.1,1.9,7,0,120.641092,24.151958,31
大里,臺中市,16,,良好,0.6,0.3,11.3,10.0,11,4,9.7,14.2,4.5,1.8,313,"2024-10-08 08:00",,0.2,5,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,20,,良好,0.9,0.18,20,22.3,11,4,7.9,9.3,1.4,2.6,31,"2024-10-08 08:00",,0.1,3.7,9,0,120.568794,24.225628,29
豐原,臺中市,12,,良好,1.3,0.16,17.4,13.8,2,0,1.7,2.8,1.1,1.7,27,"2024-10-08 08:00",,0.1,0.5,5,0,120.74252414,24.25699731,28
三義,苗栗縣,18,,良好,0.8,0.13,19.7,19.6,4,0,3.8,5.4,1.6,2.7,21,"2024-10-08 08:00",,0.1,1.6,5,1,120.75956754,24.38248443,27
苗栗,苗栗縣,23,,良好,1.9,0.24,21.2,25.1,5,4,10,12.2,2.2,2.1,4,"2024-10-08 08:00",,0.1,4.2,5,2,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.1,0.32,25.4,27.2,10,6,10.7,13.7,2.9,1.7,36,"2024-10-08 08:00",,0.1,4.8,9,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,1.5,0.24,31.7,32.2,3,0,8.6,10,1.4,2.6,36,"2024-10-08 08:00",,0.1,1.1,1,1,120.97236752,24.8056356,24
竹東,新竹縣,26,,良好,0.1,0.15,28.1,28.7,2,1,4.2,5.8,1.5,3.4,70,"2024-10-08 08:00",,0.1,0.6,2,0,121.08895493,24.74091408,23
湖口,新竹縣,34,,良好,0.1,0.2,37.8,37.2,9,3,6,6.9,0.9,4.3,50,"2024-10-08 08:00",,0.1,3.5,6,0,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,0.7,0.22,26.5,30.8,5,4,8.2,10,1.8,3.8,43,"2024-10-08 08:00",,0.1,3,6,0,121.21645772,24.86400048,21
平鎮,桃園市,37,,良好,0.4,0.47,19.9,25.0,8,2,22.2,26.9,4.6,1.7,65,"2024-10-08 08:00",,0.2,1.3,7,0,121.203986,24.952786,20
觀音,桃園市,41,,良好,0.8,0.12,45.3,44.6,16,2,4.5,5,0.4,5.5,57,"2024-10-08 08:00",,0,3.6,14,0,121.08283092,25.03556747,19
大園,桃園市,38,,良好,1.2,0.17,40,41.8,17,5,13.3,15.3,2,6.1,34,"2024-10-08 08:00",,0.1,3.5,12,0,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,0.2,0.54,21.4,29.6,3,3,16.4,19.2,2.8,0.4,82,"2024-10-08 08:00",,0.2,1.2,1,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,1,1.54,10.5,24.9,20,9,33.4,74.3,40.8,-,-,"2024-10-08 08:00",,0.4,7.5,10,1,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.4,0.27,24.1,32.3,5,2,21.5,24.4,2.9,0.8,22,"2024-10-08 08:00",,0.1,1.7,6,0,121.578611,25.05,15
古亭,臺北市,31,,良好,0.2,0.25,33,33.5,3,4,10.8,12.2,1.4,1,76,"2024-10-08 08:00",,0.1,3,1,0,121.529556,25.020608,14
萬華,臺北市,30,,良好,0.9,0.3,27.4,32.1,5,2,16.2,17.5,1.3,1.1,96,"2024-10-08 08:00",,0.1,3,5,1,121.507972,25.046503,13
中山,臺北市,29,,良好,0.6,0.36,28.3,31.3,5,4,16,18.4,2.4,0.9,80,"2024-10-08 08:00",,0.2,4.5,7,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.6,0.28,23.4,28.6,5,0,16.3,18,1.6,1.6,172,"2024-10-08 08:00",,0.1,0.7,6,0,121.51666356,25.10334003,11
淡水,新北市,36,,良好,0.9,0.16,43.8,39.5,13,1,4.6,5.6,1,,,"2024-10-08 08:00",,0.1,1.7,9,1,121.449239,25.1645,10
林口,新北市,31,,良好,0,0.19,35.1,33.9,5,2,12.2,15.6,3.4,3.7,47,"2024-10-08 08:00",,0.1,1.5,2,0,121.36548982,25.07798949,9
菜寮,新北市,37,,良好,0.5,0.57,17,28.6,3,6,22.8,27,4.2,1.7,118,"2024-10-08 08:00",,0.2,6.8,4,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.6,0.39,23.2,29.9,10,8,15.1,16.6,1.5,1.9,74,"2024-10-08 08:00",,0.1,5.2,7,0,121.4325,25.037972,7
板橋,新北市,29,,良好,0.2,0.42,21.9,32.0,5,1,17.9,20.5,2.5,2.6,106,"2024-10-08 08:00",,0.2,0.6,1,0,121.458667,25.012972,6
土城,新北市,29,,良好,1,0.36,29,31.1,3,,9.5,10.6,1.1,0.6,108,"2024-10-08 08:00",,0.1,,2,0,121.451861,24.982528,5
新店,新北市,21,,良好,0.2,0.3,14.6,23.2,5,1,10.7,14.7,3.9,0.5,191,"2024-10-08 08:00",,0.1,2,4,0,121.537778,24.977222,4
萬里,新北市,44,,良好,0.3,0.18,50.8,48.6,34,6,3,4.2,1.1,4.2,20,"2024-10-08 08:00",,0.1,6.1,34,0,121.689881,25.179667,3
汐止,新北市,34,,良好,0.6,0.24,37.9,37.2,4,4,10.8,11.5,0.7,1.3,49,"2024-10-08 08:00",,0.1,2.4,7,0,121.64081,25.06624,2
基隆,基隆市,40,,良好,0.8,0.21,43.9,43.0,14,4,3.1,3.8,0.6,1.9,90,"2024-10-08 08:00",,0.1,0.8,12,0,121.760056,25.129167,1
屏東(枋山),屏東縣,16,,良好,,0.1,16.4,17.9,6,1,1.3,2.6,1.2,3.2,94,"2024-10-08 07:00",,0,1.6,8,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,24,,良好,0.3,0.17,37.7,26.6,21,7,3.5,3.6,0,1.3,55,"2024-10-08 07:00",,0.1,2.5,13,0,121.82463916,24.85366672,312
新北(樹林),新北市,37,,良好,0.3,0.27,12.2,22,9,1,22.6,33.1,10.5,0,225,"2024-10-08 07:00",,0.1,0.2,7,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,38,,良好,0.9,0.15,12.3,17.4,31,11,3.8,4.5,0.6,0.6,73,"2024-10-08 07:00",,0.1,11.8,23,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,26,,良好,0.3,0.23,7.2,12.0,29,14,8.7,10.3,1.5,1,354,"2024-10-08 07:00",,0.1,7.9,21,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,2.2,0.2,4.9,10.4,19,7,14,17.3,3.3,0.3,8,"2024-10-08 07:00",,0.1,5.4,19,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,30,,良好,4.1,0.24,6.7,18.6,18,13,12.1,16.7,4.5,1,354,"2024-10-08 07:00",,0.1,9.3,15,2,120.56373,23.96117,201
大城,彰化縣,17,,良好,2,0.26,18.7,18.4,17,4,9.4,11.6,2.2,4.1,59,"2024-10-08 07:00",,0.1,5.3,16,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,,0.11,55.2,50.7,38,8,0.5,0.1,0,11.6,36,"2024-10-08 07:00",,0,6.5,28,,121.53656894,25.29681695,84
麥寮,雲林縣,23,,良好,1.6,0.21,20,16.0,9,6,3.4,7.6,4.2,3.5,10,"2024-10-08 07:00",,0.2,7.2,15,1,120.251825,23.753506,83
關山,臺東縣,13,,良好,0.1,0.12,4.8,8.2,16,0,1.6,3.3,1.6,1.4,36,"2024-10-08 07:00",,0,0.5,13,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0.7,0.14,47.8,47.0,6,2,1.5,2,0.5,5.3,33,"2024-10-08 07:00",,0.1,3.5,10,1,119.566158,23.569031,78
金門,金門縣,37,,良好,1.4,0.24,34.7,40.4,1,0,5.3,5.6,0.3,1.5,70,"2024-10-08 07:00",,0.2,3,6,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.4,0.19,47,46.3,9,6,2.7,3,0.3,2.5,336,"2024-10-08 07:00",,0.1,3.7,9,0,119.952724,26.153736,75
埔里,南投縣,34,,良好,0.9,0.18,23.9,26.4,8,10,2.7,3.4,0.6,0.3,335,"2024-10-08 07:00",,0.1,10.6,12,0,120.967903,23.968842,72
復興,高雄市,31,,良好,1.1,0.48,6.7,18.2,22,7,16,20.3,4.2,0.4,102,"2024-10-08 07:00",,0.2,9.7,18,1,120.312017,22.608711,71
永和,新北市,29,,良好,0.9,0.35,22.5,31.2,5,1,12.7,17.2,4.5,0.9,161,"2024-10-08 07:00",,0.1,1.5,3,0,121.516306,25.017,70
竹山,南投縣,26,,良好,0.3,0.16,11.7,21.6,20,10,4.7,5.5,0.8,1.3,136,"2024-10-08 07:00",,0.1,8.1,17,0,120.677306,23.756389,69
中壢,桃園市,43,,良好,0,0.5,9.8,23.3,5,8,26.1,53.4,27.3,0.6,32,"2024-10-08 07:00",,0.2,4.1,6,1,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.1,0.99,8.5,20.3,6,5,33.9,94,60,-,-,"2024-10-08 07:00",,0.4,5.5,7,0,121.493806,25.072611,67
冬山,宜蘭縣,32,,良好,0.4,0.25,24.7,35.4,6,3,7.9,10,2,1.1,328,"2024-10-08 07:00",,0.1,1.7,10,0,121.792928,24.632203,66
宜蘭,宜蘭縣,19,,良好,1.1,0.1,16.1,20.6,8,0,2,2.5,0.5,0.4,200,"2024-10-08 07:00",,0,0.5,11,0,121.746394,24.747917,65
陽明,臺北市,35,,良好,0.4,0.13,42.3,38.2,4,,1,1.6,0.6,1.2,290,"2024-10-08 07:00",,0.1,,3,0,121.529583,25.182722,64
花蓮,花蓮縣,17,,良好,1,0.19,3.8,7.4,19,2,2.9,5.6,2.6,1.8,222,"2024-10-08 07:00",,0.1,1.5,17,0,121.599769,23.971306,63
臺東,臺東縣,12,,良好,1.1,0.1,10.4,13.5,15,2,1.7,2.4,0.7,1.4,319,"2024-10-08 07:00",,0,3,11,1,121.15045,22.755358,62
恆春,屏東縣,18,,良好,0.5,0.06,18.7,19.2,8,2,0.8,1.3,0.5,4.4,17,"2024-10-08 07:00",,0,3.2,9,0,120.788928,21.958069,61
潮州,屏東縣,28,,良好,0.4,0.12,9.2,7.6,22,8,1.7,2.3,0.6,1.3,83,"2024-10-08 07:00",,0.1,8.7,19,0,120.561175,22.523108,60
屏東,屏東縣,20,,良好,0.7,0.25,9.6,14.5,24,4,5.3,6.5,1.2,0.6,25,"2024-10-08 07:00",,0.1,5.1,20,0,120.488033,22.673081,59
小港,高雄市,44,,良好,1.7,0.31,5.1,16.2,19,12,16.1,20.8,4.7,0.5,72,"2024-10-08 07:00",,0.2,13.4,18,1,120.337736,22.565833,58
前鎮,高雄市,34,,良好,1.3,0.49,5.2,16.9,23,9,17.3,21.9,4.6,0.3,14,"2024-10-08 07:00",,0.3,10.4,24,1,120.30833356,22.6044507,57
前金,高雄市,30,,良好,1.1,0.25,13.9,20.5,19,8,8.2,9.3,1.1,0.7,14,"2024-10-08 07:00",,0.2,9.2,26,0,120.28676111,22.63390278,56
左營,高雄市,30,,良好,1.3,0.41,7.3,12.5,20,8,13.2,15.7,2.4,0.4,270,"2024-10-08 07:00",,0.3,9.3,22,1,120.292917,22.674861,54
楠梓,高雄市,31,,良好,0.6,0.26,3.6,7.2,26,7,14.8,21.8,7,0.7,80,"2024-10-08 07:00",,0.2,9.7,25,0,120.328289,22.733667,53
林園,高雄市,34,,良好,0,0.22,7.1,13.2,29,8,5.6,6.8,1.2,0.2,1,"2024-10-08 07:00",,0.2,10.4,24,,120.41175,22.4795,52
大寮,高雄市,44,,良好,0.5,0.24,3.3,8.2,24,14,10.3,12.6,2.3,0.8,105,"2024-10-08 07:00",,0.1,13.7,21,,120.425311,22.56413611,51
鳳山,高雄市,32,,良好,0.7,0.41,4.4,17.2,23,9,15.2,18.3,3,0.3,107,"2024-10-08 07:00",,0.2,9.8,20,0,120.357422,22.628126,50
仁武,高雄市,37,,良好,1,0.23,8.3,16.8,20,9,11.6,13.6,2,0.6,186,"2024-10-08 07:00",,0.2,11.3,21,1,120.332631,22.689056,49
橋頭,高雄市,29,,良好,0.9,0.21,5.3,11.8,16,10,,,,0.8,88,"2024-10-08 07:00",,0.1,8.8,16,1,120.305689,22.757506,48
美濃,高雄市,21,,良好,0.4,0.22,9.9,12.8,27,1,3,3.9,0.9,0.5,83,"2024-10-08 07:00",,0.1,3.3,21,0,120.530542,22.883583,47
臺南,臺南市,37,,良好,0.8,0.31,4.1,12.7,29,14,22.4,25.9,3.5,1.4,358,"2024-10-08 07:00",,0.2,9.6,23,0,120.21947897,22.98928311,46
安南,臺南市,43,,良好,1.4,0.32,5.6,11.4,31,14,16.9,19.4,2.5,1.3,327,"2024-10-08 07:00",,0.2,13.3,25,0,120.2175,23.048197,45
善化,臺南市,35,,良好,2.6,0.17,10.7,14.4,16,11,6.1,7.4,1.3,1.1,14,"2024-10-08 07:00",,0.1,10.9,14,2,120.29740529,23.11337642,44
新營,臺南市,31,,良好,0.8,0.21,6.4,15.1,23,10,10.9,14.4,3.4,1.5,19,"2024-10-08 07:00",,0.1,9.6,17,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,4.1,0.17,7.2,19.0,22,10,10.5,12,1.4,1.3,57,"2024-10-08 07:00",,0.1,7.5,17,1,120.44125148,23.46477865,42
臺西,雲林縣,22,,良好,0.8,0.19,19.1,16.4,17,8,5.8,6.9,1,3.1,31,"2024-10-08 07:00",,0.2,6.8,19,1,120.19933333,23.702175,41
朴子,嘉義縣,23,,良好,0.7,0.21,6,11.5,,7,8.3,11,2.7,0.8,331,"2024-10-08 07:00",,0.2,7.2,22,0,120.2478,23.46538,40
新港,嘉義縣,23,,良好,1.1,0.23,9.4,17.9,19,11,8.7,11.1,2.3,0.7,20,"2024-10-08 07:00",,0.1,7.2,18,2,120.345531,23.554839,39
崙背,雲林縣,21,,良好,1.1,0.17,14.4,14.0,16,6,6.3,6.9,0.5,1,7,"2024-10-08 07:00",,0.1,6.6,15,1,120.348742,23.757547,38
斗六,雲林縣,29,,良好,0.9,0.06,12.2,20.4,18,6,4.6,6.2,1.6,0.9,0,"2024-10-08 07:00",,0,8.8,17,1,120.544994,23.711853,37
南投,南投縣,27,,良好,1,0.16,16.3,24.0,20,5,7.3,7.9,0.5,0.5,315,"2024-10-08 07:00",,0.1,8.4,16,0,120.685306,23.913,36
二林,彰化縣,19,,良好,0.9,0.15,23.6,19.3,14,4,3.5,4.1,0.5,2.7,28,"2024-10-08 07:00",,0.1,5.7,13,3,120.409653,23.925175,35
線西,彰化縣,22,,良好,0.8,0.13,25.7,24.4,,2,6.1,7.1,1,4.7,45,"2024-10-08 07:00",,0.1,4.1,,1,120.469061,24.131672,34
彰化,彰化縣,18,,良好,0.5,0.19,12.1,11.4,10,1,11.4,13.2,1.8,1.7,33,"2024-10-08 07:00",,0.1,1.8,9,1,120.541519,24.066,33
西屯,臺中市,15,,良好,1.1,0.11,17.4,16.0,10,0,5.7,6.3,0.6,2.4,11,"2024-10-08 07:00",,0.1,2.5,9,1,120.616917,24.162197,32
忠明,臺中市,13,,良好,0.9,0.17,9.8,11.2,10,0,8.3,9.9,1.6,1.8,43,"2024-10-08 07:00",,0.1,2.4,8,0,120.641092,24.151958,31
大里,臺中市,18,,良好,0.7,0.22,9.5,9.6,12,5,8.5,10.8,2.3,1.5,313,"2024-10-08 07:00",,0.1,5.6,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,20,,良好,0.8,0.15,23.2,22.1,7,1,5,5.8,0.7,2.1,353,"2024-10-08 07:00",,0.1,3.8,9,0,120.568794,24.225628,29
豐原,臺中市,11,,良好,1.3,0.13,14.4,12.8,1,0,2.2,3.2,1,1.5,39,"2024-10-08 07:00",,0.1,0.6,6,0,120.74252414,24.25699731,28
三義,苗栗縣,18,,良好,0.8,0.11,22.7,19.1,4,0,2.2,3.4,1.1,2.5,16,"2024-10-08 07:00",,0.1,1.9,5,1,120.75956754,24.38248443,27
苗栗,苗栗縣,23,,良好,1.8,0.16,26.2,25.5,8,4,7.4,8.5,1.1,1.3,3,"2024-10-08 07:00",,0.1,4.3,5,1,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.3,0.18,27.7,27.3,8,3,8,9.8,1.8,1.8,32,"2024-10-08 07:00",,0.1,4.8,10,1,120.89869286,24.69690679,25
新竹,新竹市,29,,良好,1.3,0.18,30.5,31.3,0,0,7.9,8.6,0.7,2.4,23,"2024-10-08 07:00",,0.1,1.2,2,1,120.97236752,24.8056356,24
竹東,新竹縣,26,,良好,0.1,0.14,28.9,28.6,5,0,3.3,4.2,0.9,1.4,55,"2024-10-08 07:00",,0.1,0.6,2,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,0.3,0.15,36.5,36.6,7,3,4.8,5.4,0.6,4,46,"2024-10-08 07:00",,0.1,4,5,0,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.8,0.16,29.4,31.5,6,3,6,6.8,0.8,4.2,50,"2024-10-08 07:00",,0.1,2.8,7,0,121.21645772,24.86400048,21
平鎮,桃園市,35,,良好,0.2,0.33,17.7,26.1,10,1,21.2,23.7,2.4,1.6,64,"2024-10-08 07:00",,0.2,1.4,7,0,121.203986,24.952786,20
觀音,桃園市,41,,良好,0.7,0.11,45.4,44.4,10,1,3.5,3.9,0.3,6.3,60,"2024-10-08 07:00",,0,4.5,13,0,121.08283092,25.03556747,19
大園,桃園市,38,,良好,1.1,0.16,40.5,41.6,13,4,10.7,12,1.2,4.8,44,"2024-10-08 07:00",,0.1,2.8,11,1,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0,0.28,27.8,30.9,2,3,9.7,10.6,0.9,1.1,57,"2024-10-08 07:00",,0.1,0.9,1,0,121.30500531,24.9947107,17
大同,臺北市,42,,良好,0.8,0.72,14.4,25.5,10,8,25.5,40.1,14.5,-,-,"2024-10-08 07:00",,0.3,7.1,8,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.4,0.17,33.9,33.6,10,2,10.9,11.9,0.9,0.6,34,"2024-10-08 07:00",,0.1,1.9,6,0,121.578611,25.05,15
古亭,臺北市,31,,良好,0.1,0.19,28.3,33.9,1,4,8.1,9.4,1.2,1.3,94,"2024-10-08 07:00",,0.1,2.7,1,0,121.529556,25.020608,14
萬華,臺北市,30,,良好,0.9,0.23,30.2,32.6,3,5,10.7,11.4,0.6,0.2,143,"2024-10-08 07:00",,0.1,3.3,5,1,121.507972,25.046503,13
中山,臺北市,29,,良好,0.5,0.32,27.3,31.5,5,4,13.7,18.3,4.5,1.4,102,"2024-10-08 07:00",,0.1,4.8,8,0,121.526528,25.062361,12
士林,臺北市,26,,良好,0.6,0.22,24.9,28.1,6,0,12.3,13.2,0.8,0.4,223,"2024-10-08 07:00",,0.1,0.7,6,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,0.8,0.14,38.6,38.9,9,0,3.9,4.7,0.8,,,"2024-10-08 07:00",,0.1,2.1,9,1,121.449239,25.1645,10
林口,新北市,31,,良好,0,0.15,29.2,33.9,3,1,10.2,12,1.8,2.6,47,"2024-10-08 07:00",,0.1,1.4,2,0,121.36548982,25.07798949,9
菜寮,新北市,28,,良好,0.6,0.36,21.2,30.3,3,6,17.5,19.6,2.1,0.5,226,"2024-10-08 07:00",,0.2,6.7,4,0,121.481028,25.06895,8
新莊,新北市,29,,良好,0.6,0.22,21.2,31.1,10,6,16.1,17.6,1.5,0.3,12,"2024-10-08 07:00",,0.1,4.5,6,0,121.4325,25.037972,7
板橋,新北市,31,,良好,0.2,0.25,26.4,33.4,1,0,10,11.2,1.2,1.2,145,"2024-10-08 07:00",,0.1,0.7,1,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.1,0.19,28.2,31.2,3,,6.6,7.3,0.6,0.8,139,"2024-10-08 07:00",,0.1,,2,0,121.451861,24.982528,5
新店,新北市,22,,良好,0.2,0.18,16.8,24.2,5,1,10.1,22.5,12.3,0.5,160,"2024-10-08 07:00",,0.1,2.3,4,0,121.537778,24.977222,4
萬里,新北市,44,,良好,0.2,0.17,52.5,48.2,35,6,2,2.7,0.7,2.7,27,"2024-10-08 07:00",,0.1,5.7,33,0,121.689881,25.179667,3
汐止,新北市,34,,良好,0.7,0.16,38.8,37.3,7,4,6.7,6.9,0.1,2,37,"2024-10-08 07:00",,0.1,2.5,7,0,121.64081,25.06624,2
基隆,基隆市,39,,良好,0.9,0.17,45.5,42.9,12,0,1.7,2.3,0.5,1.4,83,"2024-10-08 07:00",,0.1,0.2,12,0,121.760056,25.129167,1
屏東(枋山),屏東縣,17,,良好,,0.08,,18.6,10,1,1.2,2.2,1,3.4,94,"2024-10-08 06:00",,0,1.8,9,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,24,,良好,0.3,0.17,24.4,26.7,10,0,6,6.2,0.2,0.6,52,"2024-10-08 06:00",,0.1,1.5,11,0,121.82463916,24.85366672,312
新北(樹林),新北市,21,,良好,0.3,0.18,18.6,23.2,9,0,12.2,13.2,0.9,0,180,"2024-10-08 06:00",,0.1,0,7,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,41,,良好,0.7,0.16,13.5,17.9,21,14,3.5,3.8,0.2,0.3,86,"2024-10-08 06:00",,0.1,12.6,22,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,21,,良好,0.3,0.16,9.1,13.2,19,5,5.8,6.8,1,0.7,354,"2024-10-08 06:00",,0.1,6.6,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,2.1,0.2,4.5,12.3,20,5,14.5,16.4,1.9,0.4,77,"2024-10-08 06:00",,0.1,4.8,19,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,27,,良好,2.5,0.16,8.9,19.4,15,9,10,12.5,2.5,0.9,344,"2024-10-08 06:00",,0.1,8.3,14,2,120.56373,23.96117,201
大城,彰化縣,19,,良好,1.7,0.11,24.2,20.3,7,5,6,7.9,1.9,2.7,53,"2024-10-08 06:00",,0.1,5.7,16,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,,0.1,54.7,50.2,22,5,0.6,0.2,0,10.4,39,"2024-10-08 06:00",,0,6.1,26,,121.53656894,25.29681695,84
麥寮,雲林縣,24,,良好,1.6,0.18,16.6,17.4,13,8,5.1,9.2,4.1,2.7,1,"2024-10-08 06:00",,0.1,7.4,16,1,120.251825,23.753506,83
關山,臺東縣,13,,良好,0.1,0.08,5.7,9.4,19,0,0.9,1.1,0.1,0.8,320,"2024-10-08 06:00",,0,0.7,13,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0.7,0.15,48.2,46.6,10,4,1.4,2.1,0.6,5.3,30,"2024-10-08 06:00",,0.1,4,12,1,119.566158,23.569031,78
金門,金門縣,38,,良好,0.8,0.22,37.9,41.2,2,0,4.3,4.5,0.1,1.5,49,"2024-10-08 06:00",,0.2,4.2,7,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.3,0.18,47.8,45.4,10,3,2.4,2.7,0.2,1.8,347,"2024-10-08 06:00",,0.1,3.2,10,0,119.952724,26.153736,75
埔里,南投縣,34,,良好,0.9,0.17,21.3,25.9,11,10,2.6,3.1,0.4,0.3,37,"2024-10-08 06:00",,0.1,10.4,12,0,120.967903,23.968842,72
復興,高雄市,33,,良好,1.3,0.32,12.9,19.8,15,10,9.9,11,1.1,0.9,72,"2024-10-08 06:00",,0.2,10.1,17,1,120.312017,22.608711,71
